id,reasoning,brand,model,imputed_year,imputed_mileage_km,has_aftermarket_mods
690,Model inferred as 'Q28' from title; Brand: null; Imputed_year: null; Imputed_mileage_km: null; No aftermarket mods indicated.,,Q28,,,False
696,Brand not clearly stated; model identified as 'DK Bike' from the title; no mileage/year information; no aftermarket mods mentioned.,,DK Bike,,,False
697,Model identified as '133 A20' from the title; no brand mentioned; no mileage/year information; no mods mentioned.,,133 A20,,,False
699,Notes 'Longwies' (Japan) with 20-inch wheels and 15Ah battery; range stated as 30-40 km per charge; no explicit aftermarket mods mentioned; brand not in standard list.,,Longwies,,,False
700,"Title indicates color 'Đen' (Black); no brand, model, year, mileage, or mods information.",,,,,False
701,Model inferred as 'VC'; mentions range 50-55 km per charge and '5 bình' batteries; price stated; no explicit brand mapping.,,VC,,50.0,False
691,Brand: unknown (not in standard list). Model: Dylaxe X1. Odometer: 750 km. Range per charge mentioned (70 km) but not used for mileage field. Battery: 5 bình; motor: 1200W. No aftermarket mods detected.,,Dylaxe X1,,750.0,False
692,New electric bike; no year or mileage information provided. Price listed; no brand/model details available.,,,,,False
693,Brand: Pega. Model: Đỏ Trắng. No precise odometer/year information; per-charge range mentioned (35-40 km) but not used for mileage field.,Pega,Đỏ Trắng,,,False
694,Brand not in standard list (Adiman). Model: Adiman. No mileage/year information available.,,Adiman,,,False
695,Brand Yamaha not in standard list; model recorded as Yamaha for lack of a mapped standard brand. No mileage/year information available.,,Yamaha,,,False
702,Brand: Asama. Model: SPORT. No year or mileage detected. No aftermarket mods mentioned.,Asama,SPORT,,,False
703,Brand not in standard list (TAILG). Model: GR56. No year or mileage mentioned. No aftermarket mods mentioned.,,GR56,,,False
704,Brand not in standard list. Model: Asuka. No year or mileage. No aftermarket mods.,,Asuka,,,False
705,Model detected: G9 Dior. Brand unknown. No year or mileage. No aftermarket mods.,,G9 Dior,,,False
706,Brand not in standard list. Model: BOMELI. Listing notes no battery included; no year or mileage; no mods.,,BOMELI,,,False
707,Record 707: Title indicates 'Moka' as the model; no explicit brand; no year or mileage mentioned; no aftermarket mods specified.,,Moka,,,False
708,Record 708: Title lists 'JU TITER' as the model; no brand/year/mileage; listing describes the bike as used but in good condition; no aftermarket mods noted.,,JU TITER,,,False
709,"Record 709: Generic 'xe đạp học sinh' with '1 năm' of usage; no year, mileage, model, or brand clearly stated; treat as unknown year/mileage.",,,,,False
710,Record 710: 'Xe đạp điện trợ lực' appears new with box; no brand/model details beyond the general type; treat as unknown year/mileage with no aftermarket mods.,,Xe đạp điện trợ lực,,,False
711,Record 711: Model name 'Jun88 Carbon' present; no clear brand in mapping; accessories listed appear to be standard features rather than aftermarket mods; no mileage/year.,,Jun88 Carbon,,,False
712,"No explicit brand or model mentioned. Title indicates a black electric bicycle; description discusses city-use suitability, but no year, mileage, or aftermarket modifications are stated.",,,,,False
713,"No brand or model identified. Description mentions multiple colors and financing/warranty details, with no year or mileage information. No aftermarket modifications mentioned.",,,,,False
714,"Mentions 'TAILG' as the model; brand not specified within the standard list. No year or mileage data, and no aftermarket modifications indicated.",,TAILG,,,False
715,"Description refers to a car and normal usage; no two-wheeler-specific information (brand, model, year, mileage, mods) is provided.",,,,,False
716,Model appears to be SAMURAI 4; no brand listed in the standard set. No year or mileage information is provided; no aftermarket modifications indicated.,,SAMURAI 4,,,False
717,Brand not in standard list; no year/mileage mentioned; no explicit aftermarket mods detected; model not stated.,,,,,False
718,No brand/model/year/mileage information; none mapped to standard brands; no mods.,,,,,False
719,Model '133s' detected; brand not in mapping; no year/mileage; no mods.,,133s,,,False
720,Brand 'Honda' detected and mapped to standard; no model/year/mileage/mods mentioned.,Honda,,,,False
721,No brand/model/year/mileage/modifications detectable from description.,,,,,False
722,Listing for electric scooter Vespa 946. Brand not in standard list; model inferred as Vespa 946. No owner-added aftermarket mods indicated. Year/mileage not mentioned.,,Vespa 946,,,False
723,Electric bike E26. No explicit brand within the text; model inferred as E26. No aftermarket mods indicated. Year/mileage not mentioned.,,E26,,,False
724,Used electric bike; mentions new battery but no owner-added modifications described. Brand null; model null; year/mileage not mentioned.,,,,,False
725,Electric bike Osaka A8 red/black; brand not in the standard list; model inferred as A8. No aftermarket mods mentioned; year/mileage not provided.,,A8,,,False
726,Osakar A8 black; battery has been replaced with Sony VTC6A (aftermarket modification). Indicates aftermarket mods present. Brand null; model inferred as A8; year/mileage not mentioned.,,A8,,,True
727,Brand HKbike not in standard list; model Cap A2 extracted from title; no year or mileage mentioned; no aftermarket mods detected.,,Cap A2,,,False
728,Brand SEALUP not in standard list; model Q28 extracted from title; no year or mileage mentioned; no aftermarket mods detected.,,Q28,,,False
729,Brand SONSU not in standard list; model s10 extracted from title; no year or mileage mentioned; no aftermarket mods detected.,,s10,,,False
730,Brand Asama is in the standard list; model not specified in title; set model null.,Asama,,,,False
731,Brand Lihaze not in standard list; model V1 Plus extracted from title; no year or mileage mentioned; no aftermarket mods detected.,,V1 Plus,,,False
732,Electric bicycle; no brand or model detected; color green mentioned; no year/mileage; no aftermarket mods.,,,,,False
733,Brand 'Adiman' appears but not in the standard brand list; no model/year/mileage indicated.,,,,,False
734,Description mentions 'LG 500W' but LG is not a standard brand; no year/mileage; no aftermarket mods.,,,,,False
735,Brand 'Venus' appears but not in the standard list; no year/mileage provided.,,,,,False
736,Used electric bike; no brand or model detected; no year/mileage specified.,,,,,False
743,No year or mileage mentioned; brand unknown; model unknown. No aftermarket mods indicated.,,,,,False
744,Model inferred as 'M133' from title; no year/mileage/brand/mods mentioned.,,M133,,,False
745,Model inferred as 'G10 Sport' from title; no year/mileage/brand/mods mentioned.,,G10 Sport,,,False
746,Model inferred as 'G9' from title/desc; no year/mileage/brand/mods mentioned.,,G9,,,False
747,Model inferred as 'Camel' from title; no year/mileage/brand/mods mentioned.,,Camel,,,False
737,Brand not in standard list; model inferred as SunRa Ninja; no aftermarket mods detected.,,SunRa Ninja,,,False
739,Model inferred as 133m; brand not in standard list; no aftermarket mods detected.,,133m,,,False
740,Model inferred as Sun Su S10; brand not in standard list; no aftermarket mods detected.,,Sun Su S10,,,False
741,Brand Pega detected in title; model inferred as Cap-A; no aftermarket mods detected.,Pega,Cap-A,,,False
742,"Model inferred as A28 Lite; brand not in standard list; aftermarket mods detected (yên, gác để chân, đệm yên ba-ga chở người sau).",,A28 Lite,,,True
748,Model inferred from title as '133'. Brand not specified. No year/mileage information found. No aftermarket mods detected.,,133,,,False
749,Brand not in standard list; model set to 'HKBIKE' based on title. No year/mileage information found. No aftermarket mods detected.,,HKBIKE,,,False
750,Model set to 'X-SPORT' based on title. Brand not specified. No year/mileage information found. No aftermarket mods detected.,,X-SPORT,,,False
751,No brand/model/year/mileage information identified. Describes motor specs (36V-350W) but not a model name.,,,,,False
752,Brand identified as Yadea; model inferred as 'i5s'. No year/mileage information found. No aftermarket mods detected.,Yadea,i5s,,,False
764,Title indicates model M133; no brand mentioned; no year or mileage stated; no aftermarket mods detected.,,M133,,,False
765,Description notes new battery and 100% new; no brand or year/mileage; no mods.,,,,,False
766,"Title mentions JK8 PRO; no explicit brand, model extracted as JK8 PRO; no year/mileage; no mods.",,JK8 PRO,,,False
767,General listing; no model/year/mileage; no mods.,,,,,False
768,Description notes used/electric bike with new battery; no year/mileage; no mods.,,,,,False
759,Brand detected: Asama from title. No production year or mileage mentioned. No aftermarket mods stated.,Asama,,,,True
760,Brand not in standard list (Mactin appears in title). Model identified as 'Mactin 107'. No year or mileage stated. No mods.,,Mactin 107,,,False
761,Brand not specified. Model identified as 'V1' from listing. No year or mileage mentioned. No mods.,,V1,,,False
762,Brand not specified. Model not clearly defined. No year or mileage mentioned. No mods.,,,,,False
763,Brand identified as 'Pega' from listing. Model not specified. No year or mileage mentioned. No mods.,Pega,,,,False
769,"Brand not in standard list; model inferred as 'XSPORT' from title; no year, mileage or aftermarket mods mentioned.",,XSPORT,,,False
770,"Brand 'TAILG' not in standard list; model inferred as 'TAILG' from title; no year, mileage or aftermarket mods mentioned.",,TAILG,,,False
771,"Model inferred as 'GR55' from title; brand 'LG' is not in the standard list; no year, mileage or aftermarket mods mentioned.",,GR55,,,False
772,Mileage 1100 km detected in description ('1100KM'); no brand/model/year or mods mentioned.,,,,1100.0,False
773,"Model inferred as 'Bomeli' from title; brand not in standard list; no year, mileage or aftermarket mods mentioned.",,Bomeli,,,False
753,No year or mileage info; brand/model not identifiable; no aftermarket mods.,,,,,False
754,Model inferred as 133; no year/mileage; no mods.,,133,,,False
755,New e-bike; no year/mileage; model not specified.,,,,,False
756,Model GR55 detected; new and unused; no year/mileage; no mods.,,GR55,,,False
757,No year/mileage/model; general resale listing; no mods.,,,,,False
779,"No brand, model, year, or mileage mentioned in title/desc. No aftermarket mods indicated. All fields set to null where not stated.",,,,,False
780,"Title mentions HITASA Q8; HITASA not in the allowed standard brands list, so brand is null. Model set to Q8. No year/mileage/mods mentioned.",,Q8,,,False
781,Brand 'Yamaha' not in the allowed list; set brand null. Model null. Mileage per charge mentioned as 40-50 km; set imputed_mileage_km to 45. Other fields null.,,,,45.0,False
782,Nike bike; not in allowed brands; brand null. Model set to 'Nike bike'. No year/mileage/mods mentioned.,,Nike bike,,,False
783,SONSU Ruby; brand not in allowed; model 'Ruby'. No year/mileage/mods mentioned.,,Ruby,,,False
774,No explicit brand or model in title/desc. Described upgrading to 6 batteries; battery upgrade counts as a modification. No year or mileage mentioned.,,,,,True
775,No brand/model identified. Describes battery addition/replacement and extra cost for batteries; considered aftermarket modification. No year or mileage mentioned.,,,,,True
